,MlsNumber,LivingArea,YearBuilt,MunicipalTax,SchoolTax,CondoFees,HeatingEnergy,HeatingSystem,Proximity,SewageSystem,LotAssessment,BuildingAssessment,Pool,View,Garage,Parking,Zoning,Area,WaterSupply,LotDepth,LotFrontage,MunicipalAssessment,FloorCovering,Topography,Insurance
151,14426777,,1951,"$2,745, (2014)","$568, (2015)",,Electricity,Electric baseboard units,Public transport,Municipal sewer,"$150,400","$182,800",,,"Single width, Detached, Proximity",Outdoor,Residential,"4,374.00 Square Feet",,,,,,,
152,14481830,975.0,,,,"$4,872",Electricity,Electric baseboard units,,Municipal sewer,,,Indoor,Water,Pool,Garage,,,,,,,,,
153,14568927,,1914,"$87,425, (2014)","$4,505, (2013)",,,,,Municipal sewer,,,,,,,"Residential, Commercial",,,,,,,,
154,14591032,943.0,2000,"$1,517, (2014)","$298, (2014)","$1,560",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$45,500","$134,900","Highway, Bicycle path",,,Outdoor,Residential,,,,,,,,
155,14601716,559.7228,1983,"$899, (2014)","$171, (2013)",,,,,Municipal sewer,"$11,300","$81,600",,,,,Residential,,,,,,,,
156,14622116,1215.0,2012,"$2,037, (2014)","$421, (2014)","$2,760",Electricity,,,Municipal sewer,"$10,200","$225,400",,,,,,,,,,,,,
157,14639300,1137.0,2011,"$1, (2014)","$499, (2014)","$2,664",Electricity,Air circulation,Public transport,Municipal sewer,"$29,900","$240,900",,,"Single width, Proximity",Garage,Residential,,,,,,,,
158,14646404,1420.8347999999999,1982,"$3,481, (2013)","$563, (2013)","$6,516",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$61,100","$250,800","Indoor, Heated",Mountain,"Single width, Pool",Garage,Residential,,,,,,,,
159,14647271,,1955,"$5,505, (2014)","$1,316, (2014)",,Heating oil,Air circulation,University,Municipal sewer,"$336,000","$436,600",,,"Fitted, Proximity",Outdoor,Residential,579.30 Square metres,,,,,,,
160,14662917,1050.0,1990,"$2,660, (2014)","$552, (2013)","$4,248",Electricity,,"Public transport, Park - green area",Municipal sewer,,,Inground,Panoramic,Pool,Garage,Residential,,,,,,,,
161,14670187,693.0,,,,$1,Electricity,Electric baseboard units,Public transport,Municipal sewer,,,,,,,Residential,"2,162.00 Square Feet",,,,,,,
162,14788293,840.0,,,,,Electricity,Electric baseboard units,Public transport,Municipal sewer,,,,,Proximity,Garage,Residential,,,,,,,,
163,14811813,,1870,"$41,217, (2014)","$3,046, (2014)",,,Hot water,"University, Public transport",Municipal sewer,"$975,000","$875,000",,,,Outdoor,Residential,674.80 Square metres,,,,,,,
164,14834201,1414.0,,"$3,306, (2014)","$705, (2014)","$2,832",Electricity,,"Public transport, Park - green area",Municipal sewer,"$35,600","$369,300",,,"Single width, Proximity",Garage,Residential,,,,,,,,
165,14877581,2109.0,1974,"$7,257, (2014)","$1,166, (2014)",,Heating oil,Air circulation,,Municipal sewer,"$267,400","$413,400",,,"Fitted, Rental Appliances",Garage,Residential,"4,680.00 Square Feet",,,,,,,
166,14885521,,1948,"$2,030, (2014)","$416, (2013)",,,,Public transport,Municipal sewer,"$150,100","$101,900",,,,,Residential,352.29 Square metres,,,,,,,
167,14908046,933.0,1996,"$1,938, (2014)","$397, (2013)","$2,232",Electricity,Electric baseboard units,Public transport,Municipal sewer,"$45,200","$180,300",,,,Outdoor,Residential,,,,,,,,
168,14928966,,1910,"$2,948, (2014)","$597, (2014)",,Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$82,200","$253,600",,,,,"Residential, Commercial",,,,,,,,
169,14974373,501.0,,,,"$2,916",,,"University, Public transport",Municipal sewer,,,"Inground, Indoor",,Pool,Garage,,,,,,,,,
170,14981135,799.0,1900,"$2,386, (2014)","$512, (2014)","$1,008",Electricity,Electric baseboard units,University,Municipal sewer,"$87,800","$212,800",,,,,,57.00 Square metres,,,,,,,
171,14989266,886.0,2008,"$1,900, (2014)","$398, (2014)","$1,800",,,,Municipal sewer,"$24,600","$206,900",,,,,Residential,,,,,,,,
172,15001126,975.0,2014,,,"$2,568",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,,,Inground,,"Heated, Attached, Pool",Garage,,,,,,,,,
173,15014053,1127.0,2001,"$2,617, (2014)","$604, (2013)","$4,320",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,,,"Inground, Heated",Water,"Single width, Pool",Garage,Residential,,,,,,,,
174,15036215,1872.9186,1909,"$2,089, (2014)","$389, (2014)",,Heating oil,Hot water,University,Municipal sewer,"$51,400","$164,900",,,,,Residential,"1,844.00 Square Feet",,,,,,,
175,15037676,14274.0,1962,"$25,887, (2014)","$2,287, (2014)",,Natural gas,Hot water,,Municipal sewer,"$606,000","$789,000",,,"Heated, Roofing",Garage,Residential,"7,766.00 Square Feet",,,,,,,
176,15047608,,1956,"$1,643, (2014)","$512, (2014)",,Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$141,200","$126,100",,,,Outdoor,Residential,25x76,,,,,,,
177,15103122,1065.0,,,,"$4,596",Electricity,Electric baseboard units,,Municipal sewer,,,Indoor,Water,,,,,,,,,,,
178,15126066,822.0,2009,"$2,452, (2014)","$538, (2013)","$2,460",Electricity,Electric baseboard units,"University, Public transport",Municipal sewer,,,Inground,City,,,Residential,,,,,,,,
179,15187056,1291.668,1998,"$3,357, (2014)","$668, (2014)",,Electricity,Electric baseboard units,,Municipal sewer,"$92,200","$296,500",,,"Single width, Sewage System",Garage,Residential,179.80 Square metres,,,,,,,
180,15189316,1053.0,2006,"$2,508, (2014)","$550, (2014)","$3,360",Electricity,Electric baseboard units,University,Municipal sewer,,,"Inground, Indoor","Panoramic, City","Single width, Pool",Garage,Residential,,,,,,,,
181,15195257,1077.0,1958,"$1, (2013)","$1, (2013)","$5,196",Electricity,Space heating baseboards,"University, Public transport",Municipal sewer,$1,$1,,City,,,Residential,,,,,,,,
182,15290200,,1927,"$3,078, (2014)","$627, (2014)",,Heating oil,Hot water,Public transport,Municipal sewer,"$232,272","$97,100",,,"Detached, Proximity",Garage,Residential,"1,191.30 Square metres",,,,,,,
183,15290219,1306.0,2000,"$2,606, (2014)","$455, (2013)","$2,556",Electricity,"Space heating baseboards, Electric baseboard units",Public transport,Municipal sewer,"$48,600","$220,700",,,Proximity,Garage,Residential,"4,282.50 Square metres",,,,,,,
184,15350981,1290.0,2005,"$4,829, (2014)","$1,060, (2014)","$6,624",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,,,Inground,"Panoramic, City","Single width, Heated, Pool",Vignette,Residential,,,,,,,,
185,15370802,3240.0,,,,$1,Electricity,Electric baseboard units,"University, Public transport",Municipal sewer,,,"Indoor, Heated","Panoramic, City",,,Residential,,,,,,,,
186,15422590,1273.0,1971,"$2,725, (2014)","$445, (2014)","$4,164",Electricity,Electric baseboard units,Public transport,Municipal sewer,"$46,800","$215,800",Inground,,"Single width, Pool",Garage,Residential,,,,,,,,
187,15533442,,1962,"$3,092, (2014)","$656, (2014)",,Electricity,Electric baseboard units,Public transport,Municipal sewer,"$118,500","$268,800",,,"New Construction:, No, Proximity","New Construction:, No, Outdoor",Residential,"2,025.00 Square Feet",,,,,,,
188,15537011,1838.0,2011,"$3,669, (2014)","$777, (2014)",,Electricity,Electric baseboard units,"Public transport, Highway",Municipal sewer,"$68,000","$395,600",,,"Single width, Fitted, Proximity","Outdoor, Garage",Residential,"2,927.80 Square Feet",,,,,,,
189,15568895,,2009,,,,,,,Municipal sewer,,,,,,,"Residential, Commercial",,,,,,,,
190,15707214,873.0,,,,"$2,520",Electricity,Electric baseboard units,University,Municipal sewer,,,,,,,,,,,,,,,
191,15745063,10.7639,1959,"$5,518, (2014)","$1,138, (2013)",,Electricity,Electric baseboard units,,Municipal sewer,"$282,500","$435,500",,,"Single width, Rental Appliances",Outdoor,Residential,369.30 Square metres,,,,,,,
192,15754721,1615.0,1990,"$3,390, (2014)","$703, (2015)","$4,752",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$82,300","$306,400",Inground,Panoramic,"Single width, Pool",Garage,Residential,"1,750.00 Square Feet",,,,,,,
193,15774230,,1960,"$3,305, (2013)","$695, (2013)",,Electricity,"Hot water, Electric baseboard units",Public transport,Municipal sewer,"$94,000","$283,300",,,"Single width, Fitted, Proximity",Garage,Residential,"2,248.70 Square Feet",,,,,,,
194,15780879,1028.0,2013,,,$1,"Other - 100 Amp Entry, Electricity",Electric baseboard units,University,Municipal sewer,,,,"Panoramic, City",,,Residential,,,,,,,,
195,15792793,,1981,"$5,912, (2013)","$1,273, (2014)",,Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$149,600","$608,700",,,"Single width, Fitted, Proximity","Outdoor, Garage",Residential,249.26 Square metres,,,,,,,
196,15812615,,,,,,,,,Municipal sewer,,,,,,,Commercial,,,,,,,,
197,15817248,1172.0,,,,$12,Electricity,Electric baseboard units,University,Municipal sewer,,,Indoor,City,,,Residential,,,,,,,,
198,15851205,,1987,"$2,050, (2014)","$370, (2013)","$1,716",,,,,"$33,200","$178,300",,,,"New Construction:, No",,,,,,,,,
199,15851421,,1950,"$4,637, (2014)","$998, (2014)",,Heating oil,Hot water,,Municipal sewer,"$228,300","$345,800",,,,Outdoor,Residential,434.80 Square metres,,,,,,,
200,15857424,,1954,"$11,786, (2014)","$1,909, (2014)",,Electricity,Air circulation,,Municipal sewer,"$404,100","$669,000",,,"Fitted, Double width or more, Sewage System",Garage,Residential,"6,000.00 Square Feet",,,,,,,
201,15859872,,1951,"$2,509, (2013)","$450, (2013)",,Electricity,Air circulation,Park - green area,Municipal sewer,"$57,800","$187,500",,,"Double width or more, Detached, Proximity",Outdoor,Residential,"9,150.00 Square Feet",,,,,,,
202,15900731,932.0,1974,"$57,105, (2013)","$11,520, (2013)","$2,712",Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$1,976,900","$4,815,600",,,,,Residential,,,,,,,,
203,15914523,1057.0,,,,,Electricity,Electric baseboard units,Public transport,Municipal sewer,,,,,Proximity,Garage,Residential,,,,,,,,
204,15931789,1810.0,1990,"$3,679, (2014)","$774, (2015)","$5,496",Electricity,Electric baseboard units,Public transport,Municipal sewer,,,Other,Other,"Single width, Heated, Pool",Garage,Residential,"1,950.00 Square Feet",,,,,,,
205,15963163,,1963,"$3,400, (2014)","$776, (2014)",,Other - Electricity,Electric baseboard units,"Park - green area, Hospital",Municipal sewer,"$148,400","$300,300",,,"Fitted, Proximity","Outdoor, Garage",Residential,"3,363.00 Square Feet",,,,,,,
206,16010549,2958.0,2001,"$7,706, (2013)","$1,525, (2013)",,"Natural gas, Electricity","Electric baseboard units, Air circulation",Public transport,Municipal sewer,"$323,200","$638,800",Inground,,"Heated, Fitted, Pool","Outdoor, Garage",Residential,"6,565.00 Square Feet",,,,,,,
207,16058140,1000.0,1885,"$3,444, (2014)","$740, (2014)",$1,Electricity,Electric baseboard units,University,Municipal sewer,"$237,400","$259,400",,Mountain,,,Residential,,,,,,,,
208,16059420,501.0,,,,"$2,136",,,University,Municipal sewer,,,Inground,,,,,,,,,,,,
209,16078589,485.0,,,,"$2,064",,,University,Municipal sewer,,,Inground,,,,,,,,,,,,
210,16080286,873.0,,,,"$2,508",Electricity,Electric baseboard units,University,Municipal sewer,,,,,,,,,,,,,,,
211,16085986,501.0,,,,"$2,916",,,"University, Public transport",Municipal sewer,,,"Inground, Indoor",,Pool,Garage,,,,,,,,,
212,16087758,,1910,"$3,700, (2014)","$807, (2014)",,Electricity,Electric baseboard units,,Municipal sewer,"$178,400","$316,600",,,,,Residential,232.25 Square metres,,,,,,,
213,16107704,,1962,"$19,000, (2014)","$2,512, (2013)",,,,,Municipal sewer,"$243,000","$427,300",,,,,Commercial,"1,621.00 Square metres",,,,,,,
214,16140670,611.0,,,,$12,Electricity,Electric baseboard units,"University, Public transport",Municipal sewer,,,"Indoor, Heated",City,,,Residential,,,,,,,,
215,16257070,678.1256999999999,1912,"$2,540, (2014)","$668, (2014)","$2,796",Electricity,Radiant,"University, Public transport",Municipal sewer,"$25,900","$286,200",,,,,Residential,,,,,,,,
216,16259861,,,"$3,356, (2013)","$1, (2013)",,Electricity,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$108,700","$236,400",,,"Single width, Proximity","Outdoor, Garage",Residential,"3,162.50 Square Feet",,,,,,,
217,16285882,2478.08228024,1942,"$5,400, (2014)","$940, (2014)",,Electricity,Electric baseboard units,"University, Public transport",Municipal sewer,"$185,600","$404,400",,,,,Residential,18.29x30.48,,,,,,,
218,16290884,,2002,"$3,527, (2014)","$684, (2014)","$2,928",,,,Municipal sewer,"$37,300","$338,800",,,"Heated, Double width or more, Sewage System",Garage,Residential,264.75 Square metres,,,,,,,
219,16373489,1230.0,1956,"$3,952, (2014)","$614, (2014)",,Electricity,Air circulation,,Municipal sewer,"$214,200","$181,400",,,,Outdoor,Residential,,,,,,,,
220,16400247,1797.5712999999998,1943,"$3,573, (2013)","$772, (2013)",,Heating oil,Electric baseboard units,Public transport,Municipal sewer,"$308,000","$178,800",,,"Heated, Fitted, Proximity",Outdoor,Residential,220.00 Square metres,,,,,,,
221,16402061,,1948,"$4,281, (2014)","$843, (2013)",,Electricity,Electric baseboard units,Public transport,Municipal sewer,$1,"$419,800",,,"Tandem, Proximity",Outdoor,,"7,149.00 Square Feet",,,,,,,
222,16420069,,1955,"$4,703, (2013)","$778, (2013)",,Heating oil,,,Municipal sewer,"$238,100","$230,700",,,"Single width, Sewage System","Outdoor, Garage",Residential,"4,535.90 Square Feet",,,,,,,
223,16427546,732.0,,,,$12,Electricity,Electric baseboard units,University,Municipal sewer,,,Indoor,City,,,Residential,,,,,,,,
224,16461375,5756.0,1996,"$10,222, (2014)","$1,655, (2014)",,Electricity,Air circulation,"Public transport, Park - green area",Municipal sewer,"$354,000","$942,000","Indoor, Heated",Panoramic,"Fitted, Double width or more, Pool","Outdoor, Garage",Residential,"16,098.00 Square metres",,,,,,,
225,16470504,,1981,"$1,668, (2014)","$286, (2014)","$2,784",Electricity,"Hot water, Electric baseboard units","Public transport, Park - green area",Municipal sewer,"$23,300","$141,600",,,"Single width, Proximity",Garage,Residential,,,,,,,,
226,16510134,,1989,"$5,155, (2014)","$942, (2014)",,Electricity,Air circulation,,Municipal sewer,"$210,200","$322,600",,,"Heated, Fitted, Roofing",Outdoor,Residential,"6,195.00 Square Feet",,,,,,,
227,16519977,,1970,"$5,691, (2014)","$1,210, (2014)",,Heating oil,Hot water,Public transport,Municipal sewer,"$293,800","$368,100",,,"Attached, Proximity",Outdoor,Residential,"6,200.00 Square Feet",,,,,,,
228,16525879,944.0,1926,"$2,577, (2013)","$565, (2013)","$2,952",,Electric baseboard units,"University, Public transport",Municipal sewer,,,,,,,,,,,,,,,
229,16593868,915.09834045,1900,"$4,167, (2014)","$895, (2014)",,,,,Municipal sewer,"$225,400","$419,600",,,,,Residential,,,,,,,,
230,16614125,714.0,2011,,,,Electricity,Electric baseboard units,,Municipal sewer,,,,City,"Fitted, Sewage System",Garage,"Residential, Commercial",,,,,,,,
231,16621959,1065.0,,,,"$5,376",Electricity,Electric baseboard units,,Municipal sewer,,,Indoor,Water,Pool,Garage,,,,,,,,,
232,16646955,1975.0,1910,"$3,762, (2014)","$807, (2014)",,,,,Municipal sewer,"$178,400","$316,600",,,,,Residential,"8,881.00 Square Feet",,,,,,,
233,16851083,412.0,,,,$1,Electricity,Electric baseboard units,Public transport,Municipal sewer,,,,,,,Residential,"2,162.00 Square Feet",,,,,,,
234,16879469,757.0,2014,,,$110,,,,Municipal sewer,,,,,,,Residential,,,,,,,,
235,16922326,738.0,,,,$1,Electricity,Electric baseboard units,University,Municipal sewer,,,Indoor,City,,,Residential,,,,,,,,
236,16933111,,1951,"$6,127, (2014)","$1,045, (2014)",,Heating oil,,"Public transport, Elementary school",Municipal sewer,"$341,400","$246,500",,,"Single width, Proximity",Garage,Residential,464.50 Square metres,,,,,,,
237,16939828,7200.0,2002,"$10,366, (2013)","$2,179, (2013)",,Electricity,Heat pump,,Municipal sewer,"$447,500","$785,800",,"Water, Panoramic","Double width or more, Sewage System",Outdoor,Residential,"18,351.00 Square Feet",,,,,,,
238,16969561,632.0,2009,"$2,427, (2014)","$514, (2014)","$1,800",Electricity,,Public transport,Municipal sewer,$1,"$303,300",,,,Outdoor,,,,,,,,,
239,16998372,1350.0,1885,"$3,444, (2014)","$740, (2014)",$1,Electricity,Electric baseboard units,University,Municipal sewer,"$237,400","$259,400",,,,,Residential,,,,,,,,
240,17054207,904.1676,2012,,,$135,Electricity,Electric baseboard units,Public transport,Municipal sewer,,,,,,,Residential,,,,,,,,
241,17112582,535.0,,,,"$2,304",,,University,Municipal sewer,,,Inground,Water,,,,,,,,,,,
242,17129601,1405.0,,,,"$6,072",Electricity,Electric baseboard units,,Municipal sewer,,,Indoor,Water,,,,,,,,,,,
243,17146067,1350.0,,,,"$5,832",Electricity,Electric baseboard units,,Municipal sewer,,,Indoor,Water,,,,,,,,,,,
244,17152594,939.0,2008,"$2,352, (2014)","$499, (2015)","$2,940",Electricity,Electric baseboard units,Public transport,Municipal sewer,"$25,500","$254,100",,"Panoramic, City","Single width, Heated, Proximity",Garage,Residential,"1,000.00 Square Feet",,,,,,,
245,17216380,,1951,"$4,448, (2014)","$1,110, (2014)",,Electricity,Electric baseboard units,University,Municipal sewer,"$192,400","$358,300",,,"Fitted, Proximity",Outdoor,Residential,366.40 Square metres,,,,,,,
246,17227327,,1972,"$2,167, (2014)","$438, (2013)",,Natural gas,Air circulation,University,Municipal sewer,"$110,500","$139,800",,,"Single width, Proximity",Outdoor,Residential,"4,775.00 Square Feet",,,,,,,
247,17235071,,1985,,,,,,,Municipal sewer,,,,,,Outdoor,Residential,240.70 Square metres,,,,,,,
248,17245609,602.0,,,,"$2,568",,,University,Municipal sewer,,,Inground,,,,,,,,,,,,
249,17313811,,1973,"$3,512, (2014)","$605, (2014)",,Heating oil,Electric baseboard units,"Public transport, Park - green area",Municipal sewer,"$165,600","$187,800",Above-ground,,"Single width, Pool",Garage,Residential,"5,400.00 Square Feet",,,,,,,
250,17315437,879.0,,"$2,460, (2014)","$540, (2014)","$2,400",Electricity,Electric baseboard units,"University, Public transport",Municipal sewer,,,,"Panoramic, City",,Vignette,Residential,,,,,,,,
251,17366720,,1964,"$4,232, (2014)","$790, (2014)",,Electricity,Electric baseboard units,Public transport,Municipal sewer,"$107,600","$321,200",,,"Fitted, Proximity",Outdoor,Residential,269.00 Square metres,,,,,,,
252,17428838,594.0,1950,"$1,667, (2013)","$339, (2014)","$1,200",Electricity,Electric baseboard units,Public transport,Municipal sewer,"$17,600","$172,800",,,,,Residential,"1,000.00 Square Feet",,,,,,,
